# id ud_raw uq_raw vdc error_code ud_hi uq_hi du_d_next du_q_next ud_lim uq_lim scale limited sat_flag
00000d08 8310aeb89c 78ef213cf7 07413f3 0 ffa952f115 0053e68203 83675bc787 789b3abaf4 1d4a979 029f341 000b19ae5 1 1
00000d09 d4e5cc79ef ceedc596a2 04f960b 0 ffc96afd25 ffc1dbfe21 d51c617cca cf2be99881 1e4b57f 1e0edff 001442ea0 1 1
00000d0a 71fff8c6af b3049e416f 0290691 0 0023555c85 ffe823d6d9 71dca36a2a b31c7a6a96 011aaae 1f411eb 0004f5869 1 1
00000d0b 3ffb227371 9661e09dd7 0ee02a0 0 008028381a ff2c714c8d 3f7afa3b57 97356f514a 040141c 19638a6 00200c7dc 1 1
00000d0c 187c150dd2 2c7f40fc86 0cf753a 0 0067efd640 00bce38f46 1814253792 2bc25d6d40 033f7eb 05e71c8 0043eb685 1 1
00000d0d 00b0600ac7 546c5093d0 0a2c48b 0 0001616142 00a925c6e3 00aefea985 53c32acced 000b0b1 05492e3 00200e9f0 1 1
00000d0e 3dd80337b3 8ad193ae19 04df2a9 0 0025cf2b3c ffb85bf4cb 3db2340c77 8b1937b94e 012e796 1dc2dfa 0009c828b 1 1
00000d0f c0341d8a24 359fec9ba0 07d39b0 0 ff9c61532c 0053bc8573 c097bc36f8 354c30162d 1ce30aa 029de43 0018fc038 1 1
00000d10 d903e0ac5e ee30c3aa6c 0d07551 0 ff3af3a50e ffa5fb6c23 d9c8ed0750 ee8ac83e49 19d79d3 1d2fdb6 0050df293 1 1
00000d11 b943459dcb a77dd664ce 019b7da 0 ffef504fa2 ffeb1f23c2 b953f54e29 a792b7410c 1f7a828 1f58f92 0003c635d 1 1
00000d12 73931b3f5b 2757ddf2e4 03ad8b0 0 0039e48070 0013b51b6d 735936beeb 274428d777 01cf240 009da8e 000803bb1 1 1
00000d13 8e135c970a f1c566c22e 02b6477 0 ffd340bf7a fffa6943b3 8e401bd790 f1cafd7e7b 1e9a060 1fd34a2 000648d27 1 1
00000d14 22c540277c 0b22b7bc50 0b8d43f 0 00b6ed858c 003a95a3b2 220e52a1f0 0ae822189e 05b76c3 01d4ad2 00542d135 1 1
00000d15 df930a3fe9 28b5d3a06d 023e461 0 ffe8c2d98c 001d2d233b dfaa47665d 2898a67d32 1f4616d 00e9692 000b7787c 1 1
00000d16 d607cd20c3 0ca0cd73bc 036ec26 0 ffc957ebfe 0010720d17 d63e7534c5 0c905b66a5 1e4abf6 0083907 0014d62f9 1 1
00000d17 477e39582c f29df1f4fb 0894b1b 0 008c3e535b ffe5bf52ac 46f1fb04d1 f2b832a24f 0461f2a 1f2dfa9 001f62ddd 1 1
00000d18 d453e152f3 8b50b81571 0589338 0 ffdfbbda8d ffa9ca5dc0 d474257866 8ba6edb7b1 1efdded 1d4e52f 000bd239a 1 1
00000d19 10bcb95c1d 53ab35c71f 06409b4 0 0014648b16 0065f157d2 10a854d107 5345446f4d 00a3246 032f8ac 00137e99b 1 1
00000d1a ae74044cea 73c539a850 096b262 0 ffa5d08240 008008dc23 aece33caaa 734530cc2d 1d2e841 040046e 0011b1e97 1 1
00000d1b 5e3cc1ee2d 336bd9e44a 07a68ee 0 006fab5db8 003ceee802 5dcd169075 332eeafc48 037d5af 01e7774 0012f5ae1 1 1
00000d1c 33a4809020 137fbca552 082f450 0 007f518c36 00301285e5 33252f03ea 134faa1f6d 03fa8c6 0180943 002772313 1 1
00000d1d d015402ac8 2314a4157d 0740b0e 0 ff9eb1c967 00473d1451 d0768e6161 22cd67012c 1cf58e5 0239e8a 00207dca0 1 1
00000d1e 2b2aa3829f b0465e171f 0262d9b 0 0012e41268 ffdd1c2afa 2b17bf7037 b06941ec25 0097209 1ee8e15 000700868 1 1
00000d1f 28f5c4ef79 46a6a2186c 0d61656 0 006f96ef1d 00c07a5e47 28862e005c 45e627ba25 037cb78 0603d2f 002b96f2e 1 1
00000d20 d54e7ce08e 9a8f583cbc 012464d 0 fff8a203c4 ffee7ee032 d555dadcca 9aa0d95c8a 1fc5102 1f73f70 0002c2cd3 1 1
00000d21 c165da5f14 91df7302ab 0b78ead 0 ffa1bac37b ff5a29c8ee c1c41f9b99 92854939bd 1d0dd62 1ad14e4 001818076 1 1
00000d22 5e3c627035 c553a1cb6b 065882f 0 0059927e69 ffc83af974 5de2cff1cc c58b66d1f7 02cc93f 1e41d7d 000f354b1 1 1
00000d23 b303f30ba5 b8a1aefe8f 0eb2e23 0 ff4cc3b521 ff59d70a78 b3b72f5684 b947d7f417 1a661db 1aceb85 0025404f2 1 1
00000d24 c7146a3146 b0053f384a 04ad7e0 0 ffd2e69bfb ffc0a165f3 c74183954b b0449dd257 1e9734e 1e050b3 000cad5a1 1 1
00000d25 b99c3173b5 c44918f7b6 035d349 0 ffd5583216 ffdbd04e3a b9c6d9419f c46d48a97c 1eaac19 1ede827 0009b2218 1 1
00000d26 f8cb033bbc 16c06d604e 02a3208 0 fff2c20bec 0029cdb82c f8d8412fd0 16969fa822 1f96106 014e6dc 001d65ee9 1 1
00000d27 d4ca441816 87a840011a 0476da8 0 ffe6ea3ecd ffba22efcd d4e359d949 87ee1d114d 1f3751f 1dd1178 000949e20 1 1
00000d28 ac8434b3b5 024358d98f 002ad9f 0 fffd37be6d 0000134ed0 ac86fcf548 0243458abf 1fe9bdf 00009a7 00008881d 1 1
00000d29 eddf34d772 214283ee9f 0ddf1a5 0 ff919dc3a4 00ca85b2ad ee4d9713ce 2077fe3bf2 1c8cee2 06542d9 00616cef8 1 1
00000d2a 656a423f8c 7627ea7b01 0ef0af5 0 00a1cc2009 00bc8173c6 64c8761f83 756b69073b 050e610 05e40ba 001986bfa 1 1
00000d2b 5a07c9be28 2b0e5cb73e 05483a3 0 004f3c205a 0025e4ab88 59b88d9dce 2ae8780bb6 0279e10 012f256 000e14d93 1 1
00000d2c 3eaa4bf34d b57e694493 0ee7e74 0 009f88e010 ff4251fc85 3e0ac3133d b63c17480e 04fc470 1a128fe 0028bbb2b 1 1
00000d2d 2750b69e2e f82e47be0b 05478d1 0 00561977ed ffeee048c2 26fa9d2641 f83f677549 02b0cbc 1f77024 00230a230 1 1
00000d2e c93992aefc 48bad36bf4 0908fc7 0 ffa59eb4e2 007801723b c993f3fa1a 4842d1f9b9 1d2cf5a 03c00b9 001a667c0 1 1
00000d2f 304893754b 1239e4701f 0d28e39 0 00ccb74f59 004d46ce1a 2f7bdc25f2 11ec9da205 0665ba8 026a367 0043d6884 1 1
00000d30 6236616b0b 05105d3861 021883b 0 0022cd288a 0001cb5d46 6213944281 050e91db1b 0116694 000e5af 0005ab691 1 1
00000d31 7cf0e2f8c8 7522a33d81 04adcc1 0 0038c1b6af 003535f90d 7cb8214219 74ed6d4474 01c60db 01a9afd 000744aea 1 1
00000d32 6cfc6594f0 a0730e9fc9 0739a1b 0 005a55ccd9 ffb0cd0f4d 6ca20fc817 a0c241907c 02d2ae6 1d86688 000d430d2 1 1
00000d33 b5ae207fd3 56cf0a754d 0f76686 0 ff58ca934a 00c34e955a b65555ec89 560bbbdff3 1ac654a 061a74b 0023ff664 1 1
00000d34 81cd18452d a1e53cc3de 0f0f13a 0 ff3744f239 ff6a5176bc 8295d352f4 a27aeb4d22 19ba279 1b528bb 0019730ef 1 1
00000d35 46d1b2c420 712bdef716 0b7aeea 0 006542b413 00a1d15b4d 466c70100d 708a0d9bc9 032a15a 050e8ae 0016e0a7c 1 1
00000d36 1607db3dba ec133537fb 03727d2 0 002a82f769 ffd98d3d9b 15dd584651 ec39a7fa60 015417c 1ecc69f 001edfdbf 1 1
00000d37 7a7b6fd645 fac1127660 06a9064 0 006ea4a55c fffb42e0e1 7a0ccb30e9 fac5cf957f 0375253 1fda170 000e74158 1 1
00000d38 7f3c7e2592 9766f5753a 0b0c3b7 0 008de770ea ff8b581bcf 7eae96b4a8 97db9d596b 046f3b8 1c5ac0e 0011d82f9 1 1
00000d39 8fd378dca1 8c97b0282d 07731aa 0 ffa9a9f2c1 ffa72cd55e 9029cee9e0 8cf08352cf 1d4d4f9 1d3966b 000c508a4 1 1
00000d3a 1c87f4a82c 4a85b26d87 0e6083a 0 0055793192 00df40f912 1c327b769a 49a6717475 02abc99 06fa07d 002feecc7 1 1
00000d3b f3cdeb13da c3d87aa936 08cb086 0 ffe2f2e557 ff70b4d5aa f3eaf82e83 c467c5d38c 1f17973 1b85a6b 00261d12a 1 1
00000d3c c1f1c84b31 c1b35c0950 07b4423 0 ffa598959d ffa53da533 c24c2fb594 c20e1e641d 1d2cc4b 1d29ed3 00174f263 1 1
00000d3d 751a7b055e 7c6dd7c3fb 0cbdc3e 0 0091321dac 009a475d6e 748948e7b2 7bd390668d 048990f 04d23af 0013d69a5 1 1
00000d3e 80e3a6f74e 68798e2ef8 0399002 0 ffd1c93d1b 0025fbefcc 8111ddba33 6853923f2c 1e8e49f 012fdf8 0005d130f 1 1
00000d3f f2239800fa 04c3f93722 06095d5 0 ffa1143ad9 0020a279ea f28283c621 04a356bd38 1d08a1d 010513d 006d91bc7 1 1
00000d40 48181c87d3 bf1de4f5d0 05533ac 0 0041d0b0b8 ffc4c489fd 47d64bd71b bf59206bd3 020e858 1e26245 000e9b431 1 1
00000d41 9fd39271b6 07ff149c91 021b864 0 ffdd13ce66 0002e7567f 9ff67ea350 07fc2d4612 1ee89e7 00173ab 0005cf57f 1 1
00000d42 8e8f5e3040 6ac5b2f1e3 0e28a35 0 ff5490df46 00a15b8e65 8f3acd50fa 6a2457637e 1aa4870 050adc7 00182e017 1 1
00000d43 16a207eda3 7477e31bff 0a96b9e 0 002196147b 00acd56db0 168071d928 73cb0dae4f 010cb0a 0566ab7 0017be476 1 1
00000d44 f0e70fb22e ad14bfd592 0ad8893 0 ffdfb210ae ff4e935cc1 f1075da180 adc62c78d1 1efd908 1a749ae 00223c582 1 1
00000d45 5e50440b6f 50e64e903e 0090838 0 00071fde98 00061c7772 5e49242cd7 50e03218cc 0038fef 0030e3c 00013569f 1 1
00000d46 1d10a4372e 26bdbec65f 069d20e 0 0041ff1352 0057f7b495 1ccea523dc 2665c711ca 020ff8a 02bfbda 00245492b 1 1
00000d47 4eca9c1f4a 8e5f9c45f2 002d0ad 0 0001aac5e1 fffd988b11 4ec8f15969 8e6203bae1 000d563 1fecc46 000056a9f 1 1
00000d48 13d1eec88a 81303ab8ca 00a5ec1 0 0001aa07da fff55a3164 13d044c0b0 813ae08766 000d504 1faad19 000157eb4 1 1
00000d49 167d773f24 51ade25813 0b7f482 0 0032bff44d 00b84fffad 164ab74ad7 50f5925866 0195ffa 05c2800 00241aca2 1 1
00000d4a a5813c130e 58c901201b 0e32379 0 ff5780e938 00a550014f a629bb29d6 5823b11ecc 1abc075 052a801 001dca7fe 1 1
00000d4b 11c9d48114 12106d891c 09e8a29 0 00739a553c 00756521dc 11563a2bd8 119b086740 039cd2b 03ab291 0067faff2 1 1
00000d4c c8e70b1534 865f5991a2 001be08 0 ffff40bb1f fffe59c62d c8e7ca5a15 8660ffcb75 1ffa05e 1ff2ce3 0000378b2 1 1
00000d4d 7de9d502b0 f417f08ac8 0c206c8 0 00c8be245d ffed048068 7d2116de53 f42aec0a60 0645f12 1f68240 001982386 1 1
00000d4e fc1404cee0 a5a29e1b7b 0f526d3 0 fff4f418d6 ff01787404 fc1f10b60a a6a125a777 1fa7a0c 180bc3a 002d1128a 1 1
00000d4f 21ec53fd06 942aed5fdc 0823f19 0 00289e8bbf ff7ee1e75f 21c3b57147 94ac0b787d 0144f46 1bf70f4 00132884a 1 1
00000d50 0cf2d26f86 3e573aad6f 033fef3 0 000afd2e1e 0034e81253 0ce7d54168 3e22529b1c 0057e97 01a7409 000d9423e 1 1
00000d51 8f12bcd407 e5da1955f4 01158b2 0 ffee700be0 fffbeef7cc 8f244cc827 e5de2a5e28 1f73806 1fdf77c 00027d020 1 1
00000d52 09a764cc4d 8b275a714d 01898c0 0 00021ad022 ffe686729b 09a549fc2b 8b40d3feb2 0010d68 1f34339 00037d027 1 1
00000d53 cc1a33f1a0 c511c04887 0995ff1 0 ff96a83b1e ff8861a38e cc838bb682 c5895ea4f9 1cb541e 1c430d2 00207a23f 1 1
00000d54 d80d843280 158bff698d 09f35c9 0 ff6e607ad5 004e8bf660 d89f23b7ab 153d73732d 1b7303d 02745fb 003a53846 1 1
00000d55 41f62195a9 cd5e393ff9 0c6b81d 0 00a3d16090 ff8240e9ef 4152503519 cddbf8560a 051e8b0 1c12075 0027bc942 1 1
00000d56 66e47ddfc9 62fcb93f54 0fe48ec 0 00be7089f5 00b7361beb 66260d55d4 6245832369 05f3845 05b9b0e 001d9d1e7 1 1
00000d57 c9177be064 8f7596f261 001ad87 0 ffff3c4490 fffe6ed32b c9183f9bd4 8f77281f36 1ff9e22 1ff376a 000039091 1 1
00000d58 e38e3d5267 f6dff41f8d 0d23f4a 0 ff2ff2d934 ffbd4166a8 e45e4a7933 f722b2b8e5 197f96d 1dea0b3 007507781 1 1
00000d59 40e35784a1 f1e46d456f 03969de 0 003a4dc677 fff352e56b 40a909be2a f1f11a6004 01d26e3 1f9a973 000e60602 1 1
00000d5a a243a6afa1 7f08d8d829 0b93246 0 ff8dba68a0 009addae14 a2b5ec4701 7e6dfb2a15 1c6dd34 04d6ed7 0013815f6 1 1
00000d5b f27ebb0a0f 99bc918c65 06b7114 0 fff161a8b9 ff914dece3 f28d596156 9a2b439f82 1f8b0d4 1c8a6f6 001151bd1 1 1
00000d5c a876096f88 9bee0a51c1 0780c9a 0 ffaddb91b6 ffa21956f2 a8c82dddd2 9c4bf0facf 1d6edc9 1d10cab 000f037d4 1 1
00000d5d 1e846b9bce 7e908e461b 00425f7 0 000102b136 000430e0b5 1e8368ea98 7e8c5d6566 0008159 0021870 000087a17 1 1
00000d5e de7d862112 47253c2f9e 03cc5f4 0 ffe516a0c5 0039230b6a de986f804d 46ec192434 1f28b50 01c9186 000cd97f2 1 1
00000d5f 749d7721a9 cbcf9fb7f0 031ef30 0 002f5dc1b8 ffeacd567e 746e195ff1 cbe4d26172 017aee1 1f566ab 00067fb24 1 1
00000d60 78e8ccb3dc 33ce0bff6e 099b7fd 0 0092d6ab84 003eea1c6c 7855f60858 338f21e302 0496b56 01f750e 00136e649 1 1
00000d61 a7b20c8866 a7e18d0892 0a17e85 0 ff8933a417 ff89738bec a828d8e44f a858197ca6 1c499d2 1c4b9c6 00158673e 1 1
00000d62 b3cb9c665c 3a0409d4ba 005721f 0 fffb7f3da5 00036d9d09 b3d01d28b7 3a009c37b1 1fdbf9f 001b6cf 0000f208d 1 1
00000d63 316b7a6149 ece6401550 0860d67 0 0081f18a18 ffcdc6fdd4 30e988d731 ed1879177c 040f8c5 1e6e37f 002a11f07 1 1
00000d64 ec701304e2 43c06b830c 0bdbb67 0 ffc94d978a 00bd6fdb3a eca6c56d58 4302fba7d2 1e4a6cc 05eb7ee 002cbc9e6 1 1
00000d65 c6aa748117 e0a9fdb82b 0928c5a 0 ff7a5c408a ffb6f593a8 c73018408d e0f3082483 1bd2e20 1db7aca 00254b53b 1 1
00000d66 0e5036d314 2e429a16c1 0cde843 0 003f40275b 00cc6c6e11 0e10f6abb9 2d762da8b0 01fa014 0663637 0046b436e 1 1
00000d67 541d0af297 889dc50505 0d92580 0 0081f99720 ff478633a5 539b115b77 89563ed160 040fccc 1a3c31a 0018b9475 1 1
00000d68 b23592e4a8 d1806ac4ec 0cf0b59 0 ff474fd595 ff919ae930 b2ee430f13 d1eecfdbbc 1a3a7eb 1c8cd75 0025fc962 1 1
00000d69 b6eb346edb 562ed4e421 0f10700 0 ff5dffde22 00bf0b163d b78d3490b9 556fc9cde4 1aeffef 05f858b 002377add 1 1
00000d6a 5dde18d775 fde5ddfbd7 04fd025 0 0052ec626f fffe249be8 5d8b2c7506 fde7b95fef 0297631 1ff124e 000e2270a 1 1
00000d6b bab0ac2f03 7abae59522 0a6674c 0 ffaaf68060 0096943772 bb05b5aea3 7a24515db0 1d57b40 04b4a1c 0013a16e5 1 1
00000d6c 8d3bf27eeb 8362857087 0798410 0 ffaa736d58 ffa31be5cf 8d917f1193 83bf698ab8 1d539b7 1d18df3 000bed40e 1 1
00000d6d 5c2388c4c1 049ad4ce44 05c2cba 0 005fabdead 0004c806f3 5bc3dce614 04960cc751 02fd5ef 0026403 00109d09f 1 1
00000d6e 386baec93b b4ef3c2e4d 0aeda54 0 006d2d8971 ff6ebe3713 37fe813fca b5807df73a 03696c5 1b75f1c 001ef60bf 1 1
00000d6f 9db03f6dc3 2df195c3fe 0a4a9f9 0 ff64f843cb 0048732c76 9e4b4729f8 2da9229788 1b27c22 0243996 00193b18f 1 1
00000d70 65b6c7b7be b73d79e6b2 0a00beb 0 008746ee78 ff9f3b2f7c 652f80c946 b79e3eb736 043a377 1cf9d98 001547941 1 1
00000d71 e8b086ccd0 9892cd636c 0aba180 0 ffd8c8a236 ff52002468 e8d7be2a9a 9940cd3f04 1ec6451 1a90012 001aeae5a 1 1
00000d72 c5eeb6f92e 0fefc4d3bf 0140512 0 ffebefcb8a 000581a0e1 c602c72da4 0fea4332de 1f5f7e6 002c0d0 0005873c9 1 1
00000d73 c0711a675c f2a3fa832d 0d9708b 0 ff22dcc324 ffd184bd37 c14e3da438 f2d275c5f6 1916e62 1e8c25f 0037ab307 1 1
00000d74 c5112d9230 2a90c99966 05ffbd0 0 ffaf232a30 003a67a1a7 c5620a6800 2a5661f7bf 1d79195 01d33d1 0015f42d8 1 1
00000d75 b4dca1a5a3 bb574617aa 0d6f79f 0 ff5b14eb60 ff694d6b53 b5818cba43 bbedf8ac57 1ad8a76 1b4a6b6 00231e2d2 1 1
00000d76 7f182ed1e9 c18bd87955 0054de9 0 0004f286e3 fffd91a232 7f133c4b06 c18e46d723 0027943 1fec8d1 00009f71a 1 1
00000d77 2fc9b98604 d2d659347f 0555041 0 00406ff50f ffc31a442f 2f894990f5 d3133ef050 02037fb 1e18d22 0015930c2 1 1
00000d78 25ba16ff29 0b7f4571f7 0559c70 0 00551b0075 0019ef847b 2564fbfeb4 0b6555ed7c 02a8d80 00cf7c2 002417e07 1 1
00000d79 13b2f928b8 04584016fa 0f91675 0 00fcc8c817 0037c0b1a5 12b63060a1 04207f6555 07e6464 01be059 00cd50f7a 1 1
00000d7a aa6abf295c deabd9c87a 02b0cdf 0 ffd64f7fa0 ffefc3cb32 aa946fa9bc debc15fd48 1eb27c0 1f7e1e6 0007cb418 1 1
00000d7b 5b46cf61e1 634844190d 0c3134b 0 00893504fa 00953dc3a6 5abd9a5ce7 62b3065567 0449a82 04a9ee2 00180d1cd 1 1
00000d7c 971250efa3 426c0b0c6e 062407c 0 ffa9b9f9e2 00369cf1b9 976896f5c1 42356e1ab5 1d4dcfd 01b4e79 000d27c8c 1 1
00000d7d 880c0f374b d76bdb546e 08322be 0 ff7ee80a78 ffd4544161 888d272cd3 d79787130d 1bf7405 1ea2a21 001138200 1 1
00000d7e a5f158190f ecfd4c8c29 0b354ca 0 ff49a6ec52 ffd981e6dc a6a7b12cbd ed23caa54d 1a4d376 1ecc0f3 002065952 1 1
00000d7f 21ab1ca977 98614823b9 0093b1c 0 0002f6e491 fff6e06248 21a825c4e6 986a67c171 0017b72 1fb7031 000168a4b 1 1
00000d80 c9d70d44d2 c3d329c602 0571a53 0 ffc371a5a7 ffbcb7e714 ca139b9f2b c41671deee 1e1b8d3 1de5bf4 0011e3b96 1 1
00000d81 d2bf97e206 504a9e51c4 016441e 0 fff4a38b7c 00142892e3 d2caf4568a 503675bee1 1fa51c6 00a1449 0004045e3 1 1
00000d82 f40b2c0432 7e11b16bb0 02eaea0 0 fffb6b6782 00304bf8da f40fc09cb0 7de16572d6 1fdb5b4 01825fc 0006212ae 1 1
00000d83 9386682f1f d48f0dce0c 02d0184 0 ffd494af6e ffee9ca085 93b1d37fb1 d4a0712d87 1ea4a58 1f74e50 00066780c 1 1
00000d84 6ac614c47b c1b9dac5af 0de4860 0 00c78b4f73 ff8b9e8398 69fe897508 c22e3c4217 063c5a8 1c5cf42 001de6cfc 1 1
00000d85 be0a148ed8 0922b2973b 0f04473 0 ff08aaf0f5 0022416778 bf01699de3 0900712fc3 1845578 01120b4 003bfec0d 1 1
00000d86 e6139346a5 ac0bfc3af5 0df17d5 0 ffbb98ae9b ff2279b852 e657fa980a ace98282a3 1ddcc57 1913cdc 002a37fb6 1 1
00000d87 658d47f087 42a529a86f 0bce201 0 00a41bdfc5 006bb303cc 64e92c10c2 423976a4a3 0520df0 035d982 0019db2da 1 1
00000d88 da0a8d2fe7 7554b33681 0fb22fd 0 ffafaa2518 00f851330f da5ae30acf 745c620372 1d7d513 07c289a 0021dcb5c 1 1
00000d89 46dc6c3c3e d18989a73c 0676d15 0 0059e2725e ffc51051f6 468289c9e0 d1c4795546 02cf139 1e28829 00144b9f6 1 1
00000d8a 27380d0a3c 5a83a206a4 0c26248 0 0050505abf 00b95ba67c 26e7bcaf7d 59ca466028 028282d 05cadd3 0020c3ed4 1 1
00000d8b c47c232caf d29b9476c7 095a7e0 0 ff845628d5 ffa1ae81f1 c4f7cd03da d2f9e5f4d6 1c22b14 1d0d741 00213edfe 1 1
00000d8c ee7bc4745d e70640b6eb 00793e7 0 fffb7a67d5 fff98d7801 ee804a0c88 e70cb33eea 1fdbd34 1fcc6bc 0004215f8 1 1
00000d8d 680bfabfd8 98eb921ecf 027ed0a 0 001d79e1cd ffe2cc3f85 67ee80de0b 9908c5df4a 00ebcf1 1f16620 000488620 1 1
00000d8e 9638d91849 0e9a601627 013fc40 0 ffeb6cfe27 0002d72126 964d6c1a22 0e9788f501 1f5b67f 0016b91 00031cb06 1 1
00000d8f aacc24ab4a b601687dd9 082cc1f 0 ff995eff25 ffa6df1bab ab32c5ac25 b65a89622e 1ccaf80 1d36f8e 001345bfb 1 1
00000d90 3fa77c933b 707a896101 01b4eaf 0 000dfa2439 0018b2aa9c 3f99826f02 7061d6b665 006fd12 00c5955 00038364f 1 1
00000d91 6292e1b474 dba6e51450 09c35cc 0 0098503539 ffc7d6056a 61fa917f3b dbdf0f0ee6 04c281b 1e3eb03 0018b9054 1 1
00000d92 32736ea22b 64cfb0d3e0 052cb78 0 002681d664 004cf1fcc9 324ceccbc7 6482bed717 01340eb 02678fe 000c36508 1 1
00000d93 2e692697d3 c4dbfd0d04 0a74f7a 0 006b577d7c ff773734f7 2dfdcf1a57 c564c5d80d 035abbf 1bb9b9a 0025017e1 1 1
00000d94 425c3cc311 936d6eae05 08585ab 0 00485d64f2 ff899a7aca 4213df5e1f 93e3d4333b 0242eb2 1c4cd3d 0011729ef 1 1
00000d95 61057428f6 30dbe6a408 0c7b3a9 0 00b95beaaa 005d585343 604c183e4c 307e8e50c5 05cadf5 02eac2a 001e9166d 1 1
00000d96 febc61cc19 bfe0990576 087b954 0 fffd38496b ff72fa9c5e febf2982ae c06d9e6918 1fe9c25 1b97d4e 002330150 1 1
00000d97 e86d31bf5d ea4934816f 0e2b71b 0 ff52b46634 ff605fb128 e91a7d5929 eae8d4d047 1a95a33 1b02fd9 00759ee14 1 1
00000d98 319ff01ff1 448e3a7bdb 0bc9d0c 0 0072ef47c4 009ec7a7bf 312d00d82d 43ef72d41c 03977a4 04f63d4 00250ea54 1 1
00000d99 9ecac490c1 5cf4ae1b38 0a21a1a 0 ff863f2988 00746d6c31 9f44856739 5c8040af07 1c31f95 03a36b6 00140a410 1 1
00000d9a 7a6554a741 d59d649d36 0fe77bf 0 00f9e4257e ffa976b3a8 796b7081c3 d5f3ede98e 07cf213 1d4bb5a 0020aaa85 1 1
00000d9b b61d88dfc0 82e835b8e4 0bd26fd 0 ff9c081aa7 ff56bec144 b68180c519 839176f7a0 1ce040d 1ab5f61 0015a605f 1 1
00000d9c 433d27c526 ece5c6da1e 05e1738 0 005e0f491a ffe5471f71 42df187c0c ed007fbaad 02f07a5 1f2a390 001661d8f 1 1
00000d9d b28bbb4975 5272c4199b 0d3d1e4 0 ff69479ff6 00a0703d2c b32273a97f 51d253dc6f 1b4a3d0 050381f 001f22850 1 1
00000d9e 29ff176554 d66428e37e 06945df 0 004db7a6e5 ffb30004ed 29b15fbe6f d6b128de91 026dbd3 1d98002 001d9befc 1 1
00000d9f 369b056864 c631550f0b 0493711 0 00343f919c ffc8b02ade 3666c5d6c8 c668a4e42d 01a1fc9 1e45815 000f4f2ea 1 1
00000da0 14a404c4b9 e642bc7f80 09b5ede 0 006503889a ff8208b58b 143f013c1f e6c0b3c9f5 03281c4 1c1045b 004e4d78f 1 1
00000da1 938c618aae 34e5200e86 0838dba 0 ff851f2330 003bee6d79 940742677e 34a931a10d 1c28f92 01df737 001220de6 1 1
00000da2 8ede9aadcc 3edb8173cd 02bf84d 0 ffd80e7af4 0016317e92 8f068c32d8 3ec54ff53b 1ec073d 00b18bf 0005a6311 1 1
00000da3 2353d21bc6 f1b6f8f95f 02c38b2 0 002a9ad986 ffeec59fc7 2329374240 f1c8335998 0154d6d 1f762d0 00134bc6e 1 1
00000da4 c07dfd4d6a e8ef34dab0 038b63c 0 ffc89a92f1 ffebe1683b c0b562ba79 e903537275 1e44d49 1f5f0b4 000df4d4b 1 1
00000da5 55f74a16f9 ae8423bd8f 0764e01 0 00593b1c68 ffab6be589 559e0efa91 aed8b7d806 02c9d8e 1d5b5f3 00109b903 1 1
00000da6 06157dad51 ee59a670c5 031ba2d 0 0010d755ad ffcf24a0c7 0604a657a4 ee8a81cffe 0086bab 1e79250 002c4a40e 1 1
00000da7 c3a1c61c3d e0c30c51e8 089973b 0 ff8101a6f7 ffbe492db6 c420c47546 e104c32432 1c080d3 1df2497 0021a8915 1 1
00000da8 05f9a963ec 6772a8c1c2 04a4f61 0 000474037d 004d18c70f 05f535606f 67258ffab3 0023a02 0268c64 000beca21 1 1
00000da9 94cd2dbed7 c4bddbe3b8 0c980bc 0 ff48bad7a6 ff9ab09fa6 958472e731 c5232b4412 1a45d6c 1cd5850 001b5aa85 1 1
00000daa bc83a23bcd e6a59cba27 06c76ef 0 ff967b1a60 ffd85bca7c bced27216d e6cd40efab 1cb3d8d 1ec2de5 001904676 1 1
00000dab 549506b40a 2e5d2529b9 0860abf 0 007a270c09 0042f547d2 541adfa801 2e1a2fe1e7 03d1386 0217aa4 00171b653 1 1
00000dac d62c823379 b4175d3938 00078a6 0 ffffc37df3 ffff922fad d62cbeb586 b417cb098b 1ffe1bf 1ffc918 000017258 1 1
00000dad 4e9ac7de3c 1cf4b32a52 093581b 0 008faf81b2 0034ee1202 4e0b185c8a 1cbfc51850 047d7c1 01a7709 001d3f4c2 1 1
00000dae a332aba8fc 44da991beb 0d00b1f 0 ff525de641 0080d3777f a3e04dc2bb 4459c5a46c 1a92ef3 04069bc 001defa3c 1 1
00000daf 02531096b3 a364d17380 0fc1258 0 000692c3c8 fefa1f3777 024c7dd2eb a46ab23c09 0034962 17d0f9c 002d3ef2a 1 1
00000db0 a1b24a2a33 26ddb9c0d7 08de129 0 ff77ada464 00382ef3f8 a23a9c85cf 26a58accdf 1bbd6d2 01c177a 001721067 1 1
00000db1 d4009a3e61 f4bb61081a 043cc1f 0 ffbbbeebcc ffee850b3a d444db5295 f4ccdbfce0 1dddf76 1f74286 0018d22fd 1 1
00000db2 8e5fd2882a bc3820ffa2 0586e3c 0 ffb1136e97 ffd0eb702b 8eaebf1993 bc67358f77 1d889b7 1e875b8 000b1d120 1 1
00000db3 b351943096 a7264bc6f3 0c5159d 0 ff7a2e62f3 ff64f1d110 b3d765cda3 a7c159f5e3 1bd1731 1b278e9 001bec0c3 1 1
00000db4 ad055f1845 48a574d4d5 0f0b09b 0 ff43cd07e3 00a4c3a212 adc1921062 4800b132c3 1a1e684 05261d1 002449dc5 1 1
